"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ECOM          ","ChannelAdvisor Corporation","17.66","361527767.26","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ecom          ",
"CHRM","Charm Communications Inc.","4.51","43184409.07","9575257","2010","Technology","Advertising","http://www.nasdaq.com/symbol/chrm",
"CHKP","Check Point Software Technologies Ltd.","54.15","10637024182.95","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CVR","Chicago Rivet & Machine Co.","26.68","25776401.76","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvr",
"STV","China Digital TV Holding Co., Ltd.","1.51","89242138.54","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/stv",
"CNIT","China Information Technology, Inc.","2.62","70759932.96","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CMGE","China Mobile Games and Entertainment Group Limited","11.71","18440217.11","1574741","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CSUN","China Sunergy Co., Ltd.","2.23","23923346.34","10727958","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CCIH","ChinaCache International Holdings Ltd.","3.92","56172780.72","14329791","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","0.54","11980731.6","n/a","1996","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","18.91","546337149.31","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CBR","Ciber, Inc.","3.67","273789174.85","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cbr",
"CIMT","Cimatron, Limited","6.72","62911947.84","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CRUS","Cirrus Logic, Inc.","18.78","1190213656.02","n/a","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","25.94","138632076203.16","n/a","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTXS","Citrix Systems, Inc.","67.41","12614008212.54","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CLNT","Cleantech Solutions International, Inc.","5.22","15109738.92","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLRO","ClearOne, Inc.","8.14","74114936.06","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/clro",
"CKSW","ClickSoftware Technologies Ltd.","7.19","228471295.02","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"COBR","Cobra Electronics Corporation","3.06","20228374.8","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cobr",
"CCOI","Cogent Communications Group, Inc.","29.82","1407770352.24","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CTSH","Cognizant Technology Solutions Corporation","71.43","21544401450.84","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"CLRX","CollabRx, Inc.","3.23","6308125.4","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clrx",
"CVLT","CommVault Systems, Inc.","81.58","3805711242.16","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CPSI","Computer Programs and Systems, Inc.","52.36","580152046.32","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CSC","Computer Sciences Corporation","47.79","7109731203.3","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/csc",
"CTG","Computer Task Group, Incorporated","24.94","469442253.1","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CPWR","Compuware Corporation","10.55","2251690551.2","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpwr",
"CMTL","Comtech Telecommunications Corp.","27.59","452613756.87","n/a","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CNQR","Concur Technologies, Inc.","86.75","4843350874.5","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnqr",
"CCUR","Concurrent Computer Corporation","7.88","72701305.52","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CTCT","Constant Contact, Inc.","17.14","526372965.12","n/a","2007","Technology","Advertising","http://www.nasdaq.com/symbol/ctct",
"CVG","Convergys Corporation","19.12","2008808154.56","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/cvg",
"CLGX","CoreLogic, Inc.","26.49","2531011155.9","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clgx",
"CSOD","Cornerstone OnDemand, Inc.","45.81","2337835931.1","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"COVR","Cover-All Technologies Inc.","1.28","33316615.68","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/covr",
"CRAY","Cray Inc","21.02","832915986.56","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CREE","Cree, Inc.","69.63","8211040530.33","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"EXE","Crexendo, Inc.","2.97","31694022.36","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/exe",
"CCRN","Cross Country Healthcare, Inc.","5.65","174598074.1","n/a","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn",
"CRDS","Crossroads Systems, Inc.","1.87","22185996.03","n/a","1992","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds",
"CSGS","CSG Systems International, Inc.","23.6","799679014.4","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/csgs",
"CSPI","CSP Inc.","8.86","30592180.12","n/a","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/cspi",
"CSRE","CSR plc","36.48","31379366.4","860180","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/csre",
"CTP","CTPartners Executive Search Inc.","4.28","30033834.28","n/a","2010","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ctp",
"CTS","CTS Corporation","14.44","484036756.44","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/cts",
"CW","Curtiss-Wright Corporation","39.03","1827490293.24","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cw",
"CVV","CVD Equipment Corporation","10.24","62150348.8","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvv",
"CYNI","Cyan, Inc.","10.69","476039789.42","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cyni",
"CY","Cypress Semiconductor Corporation","11.64","1711528745.28","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/cy",
"DAEG","Daegis Inc","1.1","16189554.7","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/daeg",
"DQ","DAQQ New Energy Corp.","8.59","60375364.76","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/dq",
"DTLK","Datalink Corporation","11.37","212516840.55","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/dtlk",
"DRAM","Dataram Corporation","4.28","7514079.28","n/a","1984","Technology","Electronic Components","http://www.nasdaq.com/symbol/dram",
"DWCH","Datawatch Corporation","18.35","118939396.85","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dwch",
"TRAK","Dealertrack Technologies, Inc.","38.24","1663024790.08","n/a","2005","Technology","EDP Services","http://www.nasdaq.com/symbol/trak",
"DELL","Dell Inc.","13.32","23390900844.84","n/a","1988","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/dell",
"DMD","Demand Media Inc.","6.77","588658567.88","n/a","1980","Technology","EDP Services","http://www.nasdaq.com/symbol/dmd",
"DWRE","DEMANDWARE, INC.","46.59","1405280239.59","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dwre",
"DGII","Digi International Inc.","10.1","261075475.7","n/a","1989","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","22.11","160813879.05","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/dmrc",
"DGLY","Digital Ally, Inc.","7.24","15027083.36","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"DRIV","Digital River, Inc.","19.61","691602205.13","n/a","1998","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/driv",
"DIOD","Diodes Incorporated","27.93","1285811035.95","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/diod",
"DLHC","DLH Holdings Corp.","0.85","7920471.7","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/dlhc",
"DSS","Document Security Systems, Inc.","1.7","36906129.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dss",
"DLB","Dolby Laboratories","34.5","3509605960.5","n/a","2005","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dlb",
"HILL","Dot Hill Systems Corporation","2.69","157676956.61","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/hill",
"DOV","Dover Corporation","81","13859368191","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dov",
"DSPG","DSP Group, Inc.","8.5","187010038.5","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg",
"DST","DST Systems, Inc.","69.7","3060260258.1","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/dst",
"DRCO","Dynamics Research Corporation","5.38","56504520.62","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/drco",
"EOPN","E2open, Inc.","17.85","460102010.55","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/eopn",
"ELNK","EarthLink, Inc.","6.64","684332861.92","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/elnk",
"ETN","Eaton Corporation, PLC","68.34","32331654000","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/etn",
"EBIX","Ebix Inc","10.98","408126171.78","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","2.29","98621378.16","n/a","1998","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon",
"SATS","EchoStar Corporation","40.99","3632080532.58","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats",
"EDGW","Edgewater Technology, Inc.","4.74","51762174.6","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/edgw",
"EFUT","eFuture Information Technology Inc.","2.71","10778268.91","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/efut",
"EGAN","eGain Corporation","9.99","250018731","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"ELRC","Electro Rent Corporation","18.36","440559693.36","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/elrc",
"EA","Electronic Arts Inc.","24.32","7360067489.28","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","29.84","1385233226","n/a","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELLI","Ellie Mae, Inc.","24.74","650955738.02","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/elli",
"ELTK","Eltek Ltd.","1.15","7601623.05","n/a","1997","Technology","Electrical Products","http://www.nasdaq.com/symbol/eltk",
"EMAN","eMagin Corporation","3.65","86458265.4","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/eman",
"EMC","EMC Corporation","24.94","52394951694.96","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/emc",
"EMKR","EMCORE Corporation","4.08","108990941.28","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"ELX","Emulex Corporation","8.28","752305366.08","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elx",
"ERII","Energy Recovery, Inc.","4.34","221441556","n/a","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"ENOC","EnerNOC, Inc.","15.24","460949923.92","n/a","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENPH","Enphase Energy, Inc.","7.62","317141565.36","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"ENTR","Entropic Communications, Inc.","4.25","380674812","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/entr",
"ENVI","Envivio, Inc.","2.38","65698767.12","n/a","1987","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/envi",
"EPAM","EPAM Systems, Inc.","28.72","1301352627.12","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPIQ","EPIQ Systems, Inc.","13.88","503298418.84","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/epiq",
"PLUS","ePlus inc.","64.42","525049927.56","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"ERIC","Ericsson","12.07","2310516563.51","191426393","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"EVTC","Evertec, Inc.","23.83","1901900896","n/a","1992","Technology","EDP Services","http://www.nasdaq.com/symbol/evtc",
"EVOL","Evolving Systems, Inc.","7.14","81499808.46","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","9.95","132465285.3","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAR","Exar Corporation","12.21","573093456.21","n/a","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"EXH","Exterran Holdings, Inc.","31.03","2038011767.65","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/exh",
"EXTR","Extreme Networks, Inc.","3.58","332903383.76","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"EZCH","EZchip Semiconductor Limited","28","792522976","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ezch",
"FFIV","F5 Networks, Inc.","79.79","6287385774.3","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FU","FAB Universal Corp.","3.43","71089699.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fu",
"FB","Facebook, Inc.","25.91","62647934743.75","n/a","1994","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","107.46","4658865435.9","n/a","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FCS","Fairchild Semiconductor International, Inc.","14.5","1844636306.5","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fcs",
"FALC","FalconStor Software, Inc.","1.03","49408386.21","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"FNSR","Finisar Corporation","18.17","1704078755.64","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FSLR","First Solar, Inc.","47.65","4651386103.7","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/fslr",
"FISV","Fiserv, Inc.","91.06","12125787175.54","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/fisv",
"FLTX","Fleetmatics Group PLC","33.32","1203674804.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fltx",
"FLEX","Flextronics International Ltd.","7.92","4933759849.92","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FORM","FormFactor, Inc.","6.96","375436166.88","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","22.685","17137224.455","755443","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/forty",
"FTNT","Fortinet, Inc.","20.03","3249373279.78","n/a","2009","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ftnt",
"FSL","Freescale Semiconductor, Ltd.","15.09","3835196505.42","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/fsl",
"FFN","FriendFinder Networks Inc.","0.262","8599563.382","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ffn",
"FIO","Fusion-io, Inc.","14.54","1429168777.02","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/fio",
"GDI","Gardner Denver, Inc.","75.9","3734875815","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/gdi",
"JOB","General Employment Enterprises, Inc.","0.39","8462873.25","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/job",
"GIGM","GigaMedia Limited","0.9875","50085976.3","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gigm",
"GIMO","Gigamon Inc.","32.8","966336609.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/gimo",
"GIG","GigOptix, Inc.","1.59","35504315.22","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/gig",
"GILT","Gilat Satellite Networks Ltd.","5.69","238211110.3","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gilt",
"GSB","GlobalSCAPE, Inc.","1.73","31910742.68","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gsb",
"GCOM","Globecomm Systems Inc.","13.83","327148829.79","n/a","1997","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gcom",
"GLUU","Glu Mobile Inc.","2.52","172548500.04","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/gluu",
"GOOG","Google Inc.","923","306220076149","n/a","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GHM","Graham Corporation","32.54","326657052.74","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ghm",
"GWAY","Greenway Medical Technologies, Inc.","10.91","324537315.25","n/a","1984","Technology","EDP Services","http://www.nasdaq.com/symbol/gway",
"GRPN","Groupon, Inc.","8.53","5643099199.77","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/grpn",
"GVP","GSE Systems, Inc.","1.5099","27706420.3962","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gvp",
"GSIT","GSI Technology, Inc.","6.55","177309868.95","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/gsit",
"GTAT","GT Advanced Technologies, Inc.","4.38","522996790.8","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/gtat",
"GUID","Guidance Software, Inc.","9.01","253829720","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/guid",
"GWRE","Guidewire Software, Inc.","44.51","2555118983.04","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gwre",
"HSOL","Hanwha SolarOne Co., Ltd.","2.6","125055538.4","48098284","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/hsol",
"HLIT","Harmonic Inc.","6.89","698140280.89","n/a","1995","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/hlit",
"HHS","Harte-Hanks, Inc.","9.77","610032068.47","n/a","1993","Technology","Advertising","http://www.nasdaq.com/symbol/hhs",
"HAUP","Hauppauge Digital, Inc.","0.7","7085640.8","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/haup",
"HSTM","HealthStream, Inc.","29.93","796855871.05","n/a","2000","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/hstm",
"HSII","Heidrick & Struggles International, Inc.","17.79","321250770.39","n/a","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/hsii",
