-0.00, 0.00, 0.02, 0.01, 0.01, -0.00, 0.04, -0.04, 0.04, 0.01, 0.03, -0.00, 0.01, -0.02, -0.00, -0.04, -0.01, 0.02, -0.00, -0.02, 0.03, -0.01, -0.03, -0.00, 0.01, 0.01, -0.01, -0.00, -0.04, -0.00, -0.00, -0.00, 0.01, 0.00, -0.01, -0.02, 0.00, 0.00, 0.01, -0.00, 0.02, 0.03, -0.02, 0.02, -0.01, 0.00, 0.03, -0.01, 0.02, 0.03, 0.00, 0.01, 0.01, -0.02, -0.02, 0.01, 0.03, -0.00, 0.03, -0.00, -0.02, 0.01, -0.03, 0.01, -0.02, 0.01, -0.13, -0.01, -0.02, 0.01, -0.01, -0.02, -0.02, -0.01, -0.01, -0.00, 0.00, 0.01, -0.01, 0.01, 0.00, -0.00, -0.02, 0.01, 0.02, 0.01, -0.00, 0.01, -0.00, 0.01, 0.01, 0.00, -0.01, 0.01, 0.02, 0.02, -0.05, 0.03, 0.00, -0.03, 17.778, 1.354, 1.82, 2.17, 0.42, 20.57, 33.40, 0.775, 838.5M, 27.6088, 29.3847, 21.20, 0.39, 1.61, 1.79, 13.23, 15.77, 4.50, 30.50, 116.7M, 135736, NasdaqNM, Major Chemicals, SHLM
-0.00, 0.03, 0.01, -0.01, -0.02, 0.02, 0.01, -0.02, -0.03, 0.02, 0.06, 0.02, 0.05, -0.03, -0.02, -0.02, -0.00, 0.02, 0.01, -0.01, 0.01, -0.02, 0.01, 0.00, -0.01, 0.05, -0.04, -0.00, 0.04, -0.02, 0.03, -0.02, 0.07, 0.05, 0.03, -0.04, 0.01, -0.03, 0.05, 0.06, 0.00, 0.03, 0.03, -0.00, 0.05, 0.01, 0.01, 0.00, 0.04, 0.03, -0.06, 0.04, 0.02, -0.01, 0.00, -0.00, 0.03, 0.04, -0.01, -0.01, 0.01, 0.00, -0.05, 0.00, -0.01, 0.04, 0.01, -0.01, 0.04, -0.04, -0.03, 0.01, -0.04, 0.00, -0.00, 0.03, -0.02, -0.03, 0.02, 0.00, -0.02, 0.02, -0.02, 0.00, 0.00, -0.02, -0.01, 0.02, -0.01, 0.01, 0.00, -0.02, 0.04, 0.02, 0.03, -0.01, 0.01, 0.01, -0.01, 0.01, -1.74, -1.29, 0.67, 3.44, 0.38, 13.88, 42.92, 0.00, 427.2M, 39.0547, 28.5472, N/A, 1.63, N/A, 1.27, 12.39, 63.60, 4.30, 46.60, -1.2M, 49245, NCM, Major Chemicals, ADES
-0.00, 0.01, 0.01, 0.02, 0.00, 0.01, -0.00, -0.01, 0.04, -0.01, 0.03, -0.02, 0.04, -0.02, -0.00, -0.03, -0.03, 0.02, 0.01, -0.02, 0.02, -0.01, -0.01, 0.01, 0.02, 0.01, -0.02, -0.03, 0.02, -0.01, 0.02, -0.02, 0.02, -0.00, -0.00, -0.03, 0.01, 0.01, 0.03, -0.01, 0.01, 0.02, -0.02, 0.02, -0.01, 0.02, 0.00, 0.01, 0.01, 0.04, -0.03, -0.00, 0.00, -0.01, 0.01, -0.01, 0.02, 0.01, 0.01, -0.02, -0.03, 0.04, -0.08, 0.00, -0.00, 0.02, -0.00, 0.02, -0.02, 0.01, -0.01, -0.02, -0.04, -0.06, -0.02, -0.00, -0.01, -0.00, -0.01, 0.02, -0.01, -0.00, 0.00, 0.01, 0.01, -0.02, -0.00, 0.02, 0.01, -0.00, 0.04, 0.00, -0.00, 0.01, 0.05, -0.02, -0.02, 0.01, -0.00, -0.03, 18.091, 1.231, 1.63, 2.16, 0.58, 16.96, 26.10, 0.00, 928.9M, 22.9974, 22.9836, 19.83, 0.91, 1.35, 1.00, 11.30, 14.98, 17.80, 26.29, 103.6M, 170058, NasdaqNM, Water Supply, AEGN
-0.03, 0.08, -0.01, -0.01, 0.03, -0.04, 0.03, -0.05, 0.03, 0.08, 0.01, -0.04, 0.00, -0.03, 0.02, -0.08, -0.02, -0.03, 0.02, -0.03, 0.01, 0.02, -0.03, -0.00, -0.07, 0.02, 0.01, -0.02, 0.03, 0.01, 0.03, 0.08, -0.01, -0.02, 0.00, 0.02, -0.04, 0.06, -0.05, 0.03, -0.05, -0.01, -0.02, -0.01, -0.02, 0.05, -0.03, -0.01, -0.02, 0.01, -0.02, 0.05, -0.00, -0.06, -0.01, 0.04, -0.02, 0.02, -0.00, 0.04, -0.05, 0.01, -0.09, -0.08, 0.00, -0.02, 0.04, -0.01, 0.01, 0.02, -0.05, -0.04, -0.01, 0.01, 0.01, -0.00, -0.02, -0.00, 0.01, 0.01, 0.01, 0.00, -0.00, 0.02, -0.03, 0.03, -0.01, -0.00, -0.02, 0.04, -0.02, -0.02, 0.00, -0.03, -0.01, 0.03, 0.01, -0.00, 0.04, -0.05, 20.092, 1.489, 1.01, 1.40, 0.21, 25.00, 57.35, 0.841, 4.895B, 29.0991, 37.4504, 19.58, 2.69, 1.45, 7.60, 20.83, 28.87, 1.50, 40.35, 719.9M, 1763608, NYSE, Precious Metals, AEM
-0.02, 0.03, -0.01, 0.02, 0.02, -0.00, 0.00, 0.01, 0.00, 0.01, -0.01, 0.02, 0.01, -0.02, -0.00, -0.03, -0.00, 0.00, 0.01, -0.01, 0.01, -0.00, -0.01, -0.01, 0.01, -0.00, -0.01, 0.00, -0.01, -0.03, 0.04, 0.01, 0.02, -0.01, -0.00, -0.01, -0.01, -0.00, 0.01, -0.01, -0.01, 0.01, -0.01, -0.03, 0.01, 0.04, 0.01, 0.00, 0.01, -0.01, -0.02, -0.01, 0.02, -0.01, -0.00, 0.02, -0.01, -0.01, -0.00, 0.01, -0.02, 0.02, -0.02, -0.02, 0.01, -0.01, -0.03, 0.02, -0.01, 0.02, -0.00, -0.01, -0.01, -0.01, -0.01, -0.00, -0.01, 0.00, 0.00, -0.01, 0.00, -0.02, -0.00, -0.01, -0.01, -0.02, 0.01, 0.02, -0.00, 0.01, 0.01, -0.02, 0.01, -0.00, 0.04, -0.01, -0.00, -0.05, -0.02, -0.00, 46.705, 9.604, 9.30, 9.56, 1.45, 83.33, 115.31, 1.50, 13.660B, 89.4368, 97.9954, 9.72, 0.85, 2.00, 1.85, 9.76, 10.04, 2.10, 109.80, 2.594B, 494208, NYSE, Agricultural Chemicals, AGU
-0.00, 0.00, 0.01, 0.04, 0.01, 0.01, 0.01, -0.03, 0.02, -0.01, -0.03, 0.02, 0.01, -0.01, 0.00, -0.02, -0.00, 0.00, 0.00, 0.01, 0.01, -0.00, -0.00, -0.00, 0.01, 0.00, -0.01, 0.01, 0.00, -0.01, 0.00, -0.00, 0.01, -0.00, -0.01, 0.00, 0.00, 0.01, 0.02, 0.00, 0.01, 0.01, -0.00, 0.00, -0.00, 0.01, 0.01, -0.00, 0.01, 0.04, -0.01, 0.00, 0.01, -0.00, 0.00, 0.01, -0.01, 0.01, 0.01, -0.01, -0.01, 0.02, -0.02, -0.00, 0.01, 0.00, 0.00, 0.01, -0.00, 0.01, -0.01, -0.01, -0.02, 0.01, -0.02, 0.01, -0.00, 0.00, -0.02, 0.01, -0.01, -0.01, 0.00, 0.01, 0.00, 0.00, -0.00, 0.01, 0.01, -0.00, 0.01, 0.00, 0.00, 0.01, 0.01, 0.00, -0.02, 0.00, -0.02, -0.01, 30.555, 5.583, 5.50, 6.07, 1.47, 76.78, 97.66, 2.70, 20.135B, 94.5791, 89.4816, 17.38, 2.02, 3.17, 1.89, 15.98, 17.64, 4.00, 96.06, 2.417B, 1239619, NYSE, Major Chemicals, APD
-0.02, 0.03, 0.01, 0.05, 0.04, -0.01, -0.01, 0.01, -0.00, 0.01, 0.01, -0.04, -0.01, -0.05, -0.02, -0.02, -0.02, 0.03, -0.03, -0.01, 0.06, 0.00, 0.01, 0.01, -0.00, -0.00, -0.02, -0.02, 0.01, -0.02, 0.00, -0.01, 0.03, -0.01, -0.03, -0.02, 0.04, 0.05, 0.02, -0.02, -0.01, -0.01, -0.03, 0.02, -0.02, 0.04, -0.01, -0.01, 0.06, 0.01, -0.03, 0.03, 0.03, -0.02, 0.05, 0.05, 0.00, 0.02, 0.00, 0.01, -0.05, 0.02, -0.05, -0.03, -0.01, 0.00, 0.02, 0.01, -0.01, 0.02, -0.02, -0.04, -0.03, -0.02, 0.01, -0.01, 0.02, -0.05, -0.02, 0.01, -0.02, -0.01, 0.01, 0.01, -0.03, -0.03, -0.02, 0.02, 0.02, 0.06, -0.02, -0.02, -0.04, -0.01, 0.02, -0.01, -0.05, 0.02, -0.03, -0.05, -3.90, -8.555, -0.39, 0.38, -0.03, 2.76, 6.73, 0.00, 456.6M, 3.3294, 3.6547, N/A, 0.08, N/A, N/A, 9.03, N/A, 6.80, 3.73, 267.2M, 4684181, NYSE, Steel/Iron Ore, AKS
-0.03, 0.09, 0.01, 0.00, 0.00, -0.05, 0.06, -0.05, 0.04, 0.08, 0.00, -0.02, 0.06, -0.08, 0.03, -0.10, -0.04, -0.02, 0.00, -0.01, -0.02, -0.01, -0.03, 0.03, -0.03, 0.03, -0.00, -0.02, 0.01, -0.02, 0.07, 0.03, -0.02, -0.02, 0.01, 0.00, 0.05, -0.01, -0.05, 0.00, -0.03, -0.02, -0.01, 0.02, 0.01, 0.03, -0.02, -0.02, 0.02, -0.01, 0.02, 0.04, 0.00, -0.01, 0.07, 0.07, -0.01, 0.03, 0.06, 0.06, -0.05, 0.05, -0.10, -0.06, -0.01, -0.04, 0.02, 0.01, -0.01, 0.01, -0.05, -0.05, 0.01, -0.02, 0.00, 0.00, -0.03, -0.01, 0.02, -0.04, 0.04, -0.00, 0.04, -0.04, -0.02, 0.01, 0.01, -0.02, 0.05, 0.01, -0.04, 0.01, -0.02, -0.03, 0.01, -0.02, 0.03, 0.06, 0.02, -0.06, 6.149, 0.938, 0.66, 0.65, 0.14, 10.10, 20.28, 0.20, 1.651B, 13.0024, 13.9676, 14.24, 4.93, 2.17, N/A, 20.55, 20.24, 28.00, 16.83, 224.3M, 61514, NYSE, Precious Metals, AGI
-0.00, 0.01, -0.01, 0.02, 0.01, 0.02, 0.00, 0.01, 0.04, -0.02, 0.01, -0.00, 0.01, -0.03, 0.02, -0.01, -0.01, 0.02, 0.01, -0.01, 0.03, 0.01, -0.01, 0.01, 0.02, 0.01, -0.00, -0.01, 0.01, -0.02, 0.02, -0.01, 0.00, -0.01, 0.02, -0.02, -0.00, 0.00, 0.02, -0.00, 0.02, 0.01, 0.01, 0.02, -0.01, 0.01, 0.01, 0.00, 0.03, 0.06, -0.05, 0.01, 0.01, -0.01, 0.01, -0.01, 0.04, -0.01, 0.02, -0.01, -0.02, 0.02, -0.05, -0.03, 0.03, 0.01, -0.02, 0.03, -0.01, 0.03, -0.02, 0.01, -0.02, 0.00, -0.00, 0.01, -0.01, 0.00, -0.02, 0.01, -0.01, -0.01, -0.01, 0.02, 0.00, -0.01, 0.00, -0.00, 0.02, 0.01, 0.01, -0.01, 0.01, 0.01, 0.02, 0.00, -0.03, 0.01, 0.01, -0.03, 15.564, -0.156, 1.50, 1.78, 0.39, 14.74, 36.48, 0.57, 1.138B, 33.4076, 29.0791, N/A, 1.49, 2.32, 2.40, 20.25, 24.03, 3.30, 36.00, 154.5M, 72011, NYSE, Textiles, AIN
-0.00, -0.00, 0.01, 0.02, -0.00, 0.01, -0.00, 0.00, 0.01, -0.01, 0.00, 0.01, 0.02, -0.01, -0.00, -0.02, -0.01, 0.01, 0.01, -0.01, 0.02, -0.02, -0.01, -0.01, -0.00, -0.01, -0.02, 0.00, -0.02, -0.03, 0.02, -0.00, 0.02, -0.00, 0.00, -0.01, 0.01, -0.02, 0.02, 0.01, 0.01, 0.01, -0.00, 0.01, -0.00, 0.02, 0.01, 0.00, 0.02, 0.01, -0.03, 0.03, 0.01, -0.01, 0.00, -0.00, 0.00, 0.00, 0.02, -0.04, -0.02, 0.04, -0.03, -0.02, -0.00, 0.01, -0.00, 0.01, 0.01, 0.01, -0.01, -0.00, -0.02, 0.01, -0.00, 0.00, 0.01, -0.02, -0.00, -0.01, 0.00, -0.01, -0.04, 0.01, 0.00, -0.01, -0.00, 0.02, -0.01, 0.02, -0.00, -0.01, -0.01, -0.00, 0.02, 0.01, -0.02, 0.01, 0.00, -0.03, 20.413, 3.139, 4.68, 5.49, 1.34, 50.88, 69.03, 0.88, 5.692B, 64.0829, 63.2428, 20.73, 2.14, 3.19, 1.50, 11.85, 13.90, 8.20, 67.23, 574.8M, 654520, NYSE, Major Chemicals, ALB
